Abbreviation	Name	Reaction	Reactions with MetNames	GPR	Genes	Protein	Subsystems	KEGGSubsys	Reversible	Lower bound	Upper bound	Objective	Confidence Score	EC. Number	Notes	References
rxn08002	3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1)	cpd15239[c] + cpd00067[c] + cpd11492[c]  -> cpd11493[c] + cpd00011[c] + cpd15376[c] 	Hexadecenoyl-ACP + H+ + Malonyl-acyl-carrierprotein-  -> ACP + CO2 + 3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] 	((PA3333 and PA1373) or (PA2965 and PA3333))	PA3333 PA1373 PA2965 PA3333		Fatty acid biosynthesis		0	0	1000	0			*JAB 12/13/13 - req. for cpd15534[c] synthesis, direct translation from Burk for lipid pathway GPRs, needs curation based on literature, switched rPY00158 for rxn08002, originally PA3333 < BCAL0992 (1e-55),PA2965 < BCAL0996 (1e-128), PA1373 < BCAL2874 and BCAL2878))	
rxn08089	1-octadec-7-enoyl-sn-glycerol 3-phosphate O-acyltransferase (n-C181)	cpd11825[c] + cpd15328[c]  -> cpd11493[c] + cpd15527[c] 	Octadecenoyl-ACP + 1-octadec-11-enoyl-sn-glycerol_3-phosphate  -> ACP + 1,2-dioctadec-11-enoyl-sn-glycerol_3-phosphate 	((PA0005) or (PA4351) or (PA2537))	PA0005 PA4351 PA2537		Phosphate metabolism|Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Glycerolipid metabolism	0	0	1000	0		2.3.1.51	*JAB 12/13/13 - req. for cpd15534[c] synthesis, direct translation from Burk for lipid pathway GPRs, needs curation based on literature, originally ((BCAL0901 - 1e-56) or (BCAL3137 - 9e-30) or (BCAL1384 - 3e-38))	
rxn08312	CDP-diacylglycerol synthetase (n-C181)	cpd00052[c] + cpd15527[c]  <=> cpd00012[c] + cpd15420[c] 	CTP + 1,2-dioctadec-11-enoyl-sn-glycerol_3-phosphate  <=> PPi + CDP-1,2-dioctadec-11-enoylglycerol 	((PA3651) or (PA2536))	PA3651 PA2536		Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Glycerolipid metabolism	1	-1000	1000	0		2.7.7.41	*JAB 12/13/13 - req. for cpd15534[c] synthesis, direct translation from Burk for lipid pathway GPRs, needs curation based on literature, originally ((BCAL2086 - 3e-24, annotated as cdsA) or (BCAL1383 - 8e-79))	
rxn08552	glycerol-3-phosphate acyltransferase (C181)	cpd00080[c] + cpd11825[c]  -> cpd11493[c] + cpd15328[c] 	Glycerol-3-phosphate + Octadecenoyl-ACP  -> ACP + 1-octadec-11-enoyl-sn-glycerol_3-phosphate 	(PA0581 and PA2969)	PA0581 PA2969		Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Glycerolipid metabolism	0	0	1000	0		2.3.1.15	*JAB 12/13/13 - req. for cpd15534[c] synthesis, direct translation from Burk for lipid pathway GPRs, needs curation based on literature, originally ((BCAL2770 - 3e-22, PlsY and BCAL2879 - 3e-71, PlsX) or (BCAL0991 - 3e-71, PlsX and BCAL2770 - 3e-22, PlsY))	
rxn09203	Phosphatidylserine decarboxylase (n-C181)	2 cpd00067[c] + cpd15558[c]  <=> cpd00011[c] + cpd15534[c] 	2 H+ + phosphatidylserine_dioctadec-11-enoyl  <=> CO2 + phosphatidylethanolamine_dioctadec-11-enoyl 	PA4957	PA4957		Glycerolipid and Glycerophospholipid Metabolism in Bacteria|Bacterial cyanide production and tolerance mechanisms	Glycerophospholipid metabolism	1	-1000	1000	0		4.1.1.65	*JAB 12/13/13 - req. for cpd15534[c] synthesis, direct translation from Burk for lipid pathway GPRs, needs curation based on literature, originally (BCAL2356 - 0.002, psd)	
rxn09211	Phosphatidylserine syntase (n-C181)	cpd00054[c] + cpd15420[c]  -> cpd00067[c] + cpd00046[c] + cpd15558[c] 	L-Serine + CDP-1,2-dioctadec-11-enoylglycerol  -> H+ + CMP + phosphatidylserine_dioctadec-11-enoyl 	PA4693	PA4693		Glycerolipid and Glycerophospholipid Metabolism in Bacteria	Glycerophospholipid metabolism	0	0	1000	0		2.7.8.8		
rxn00616	sn-Glycerol-3-phosphate(acceptor) 2-oxidoreductase	cpd00080[c] + cpd00015[c]  <=> cpd00982[c] + cpd00095[c] 	Glycerol-3-phosphate + FAD  <=> FADH2 + Glycerone-phosphate 	((PA3584) or (PA3025))	PA3584 PA3025		Glycerol and Glycerol-3-phosphate Uptake and Utilization|Respiratory dehydrogenases 1	Glycerophospholipid metabolism	1	-1000	1000	0		1.1.99.5	*JAB 12/13/13 - req. for cpd15534[c] synthesis, direct translation from Burk for lipid pathway GPRs, needs curation based on literature, originally (BCAL2355 - 3e-58, pssA)	
rxn00872	Butanoyl-CoAoxygen 2-oxidoreductase	cpd00120[c] + cpd00015[c]  -> cpd00650[c] + cpd00982[c] 	Butyryl-CoA + FAD  -> Crotonyl-CoA + FADH2 	((PA0879) or (PA0506) or (PA2550))	PA0879 PA0506 PA2550		Leucine Degradation and HMG-CoA Metabolism|Branched chain amino acid degradation regulons|HMG CoA Synthesis	Fatty acid metabolism	0	0	1000	0		1.3.3.6,1.3.99.2,1.3.99.3,1.3.99.-	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB // *JAB 01/31/14 - switched reaction direction based on MetaCyc	
rxn00874	Acetyl-CoAacetyl-CoA C-acetyltransferase	cpd00022[c] + cpd00120[c]  <=> cpd00010[c] + cpd03123[c] 	Acetyl-CoA + Butyryl-CoA  <=> CoA + 3-Oxohexanoyl-CoA 	(PA0228) or (PA3589) or (PA2001) or (PA3013)	PA0228 PA3589 PA2001 PA3013		Isobutyryl-CoA to Propionyl-CoA Module|Isoleucine degradation|Branched chain amino acid degradation regulons	Fatty acid metabolism	1	-1000	1000	0		2.3.1.9,2.3.1.16	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn00947	PalmitateCoA ligase (AMP-forming)	cpd00067[c] + cpd00010[c] + cpd00002[c] + cpd00214[c]  -> cpd00012[c] + cpd00018[c] + cpd00134[c] 	H+ + CoA + ATP + Palmitate  -> PPi + AMP + Palmitoyl-CoA 	((PA3299) or (PA3300) or (PA2557) or (PA3924) or (PA4198))	PA3299 PA3300 PA2557 PA3924 PA4198		HMG CoA Synthesis	Fatty acid metabolism	0	0	1000	0		6.2.1.3	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn01451	(S)-3-Hydroxybutanoyl-CoANAD+ oxidoreductase	cpd00003[c] + cpd00842[c]  <=> cpd00004[c] + cpd00067[c] + cpd00279[c] 	NAD + (S)-3-Hydroxybutyryl-CoA  <=> NADH + H+ + Acetoacetyl-CoA 	((PA1737) or (PA3014) or (PA3590) or (PA1628) or (PA5188))	PA1737 PA3014 PA3590 PA1628 PA5188		Isoleucine_degradation|Acetyl-CoA_fermentation_to_Butyrate|Valine_degradation|n-Phenylalkanoic_acid_degradation|Polyhydroxybutyrate_metabolism	Fatty acid metabolism	1	-1000	1000	0		1.1.1.35,1.1.1.211	*ASB 2/7/14 - added parenthesis to front of GPR; JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn02680	Octanoyl-CoAacetyl-CoA C-acyltransferase	cpd00022[c] + cpd01335[c]  <=> cpd00010[c] + cpd03119[c] 	Acetyl-CoA + Octanoyl-CoA  <=> CoA + 3-Oxodecanoyl-CoA 	((PA0228) or (PA3589) or (PA3013) or (PA2940))	PA0228 PA3589 PA3013 PA2940		Isobutyryl-CoA to Propionyl-CoA Module|Isoleucine degradation|Branched chain amino acid degradation regulons	Fatty acid metabolism	1	-1000	1000	0		2.3.1.16	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn02804	myristoyl-CoAacetylCoA C-myristoyltransferase	cpd00022[c] + cpd01695[c]  <=> cpd00010[c] + cpd03114[c] 	Acetyl-CoA + Myristoyl-CoA  <=> CoA + 3-Oxopalmitoyl-CoA 	((PA0228) or (PA3589) or (PA3013) or (PA2940))	PA0228 PA3589 PA3013 PA2940		Isobutyryl-CoA to Propionyl-CoA Module|Isoleucine degradation|Branched chain amino acid degradation regulons	Fatty acid metabolism	1	-1000	1000	0		2.3.1.16,2.3.1.155	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn02911	(S)-3-Hydroxydodecanoyl-CoA hydro-lyase	cpd03116[c]  <=> cpd00001[c] + cpd02060[c] 	(S)-3-Hydroxydodecanoyl-CoA  <=> H2O + (2E)-Dodecenoyl-CoA 	((PA4980) or (PA1629) or (PA3590) or (PA4330) or (PA5188) or (PA0744) or (PA1505) or (PA1737) or (PA3014))	PA4980 PA1629 PA3590 PA4330 PA5188 PA0744 PA1505 PA1737 PA3014		Anaerobic benzoate metabolism|Isoleucine degradation|Acetyl-CoA fermentation to Butyrate|Polyhydroxybutyrate metabolism|Fatty acid degradation regulons|Butanol Biosynthesis|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Valine degradation	Fatty acid metabolism	1	-1000	1000	0		4.2.1.17,4.2.1.74	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03239	(S)-3-Hydroxyhexadecanoyl-CoANAD+ oxidoreductase	cpd00003[c] + cpd03113[c]  <=> cpd00004[c] + cpd00067[c] + cpd03114[c] 	NAD + (S)-3-Hydroxyhexadecanoyl-CoA  <=> NADH + H+ + 3-Oxopalmitoyl-CoA 	((PA1737) or (PA3014) or (PA3590) or (PA1628) or (PA5188))	PA1737 PA3014 PA3590 PA1628 PA5188		Isoleucine_degradation|Acetyl-CoA_fermentation_to_Butyrate|Valine_degradation|n-Phenylalkanoic_acid_degradation|Polyhydroxybutyrate_metabolism	Fatty acid metabolism	1	-1000	1000	0		1.1.1.35,1.1.1.211	*ASB 2/7/14 - added parenthesis to front of GPR; JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03240	(S)-3-Hydroxyhexadecanoyl-CoA hydro-lyase	cpd03113[c]  <=> cpd00001[c] + cpd03126[c] 	(S)-3-Hydroxyhexadecanoyl-CoA  <=> H2O + (2E)-Hexadecenoyl-CoA 	((PA4980) or (PA1629) or (PA3590) or (PA4330) or (PA5188) or (PA0744) or (PA1505) or (PA1737) or (PA3014))	PA4980 PA1629 PA3590 PA4330 PA5188 PA0744 PA1505 PA1737 PA3014		Anaerobic benzoate metabolism|Isoleucine degradation|Acetyl-CoA fermentation to Butyrate|Polyhydroxybutyrate metabolism|Fatty acid degradation regulons|Butanol Biosynthesis|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Valine degradation	Fatty acid metabolism	1	-1000	1000	0		4.2.1.17,4.2.1.74	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03241	(S)-3-Hydroxytetradecanoyl-CoA hydro-lyase	cpd03115[c]  <=> cpd00001[c] + cpd03127[c] 	(S)-3-Hydroxytetradecanoyl-CoA  <=> H2O + (2E)-Tetradecenoyl-CoA 	((PA4980) or (PA1629) or (PA3590) or (PA4330) or (PA5188) or (PA0744) or (PA1505) or (PA1737) or (PA3014))	PA4980 PA1629 PA3590 PA4330 PA5188 PA0744 PA1505 PA1737 PA3014		Anaerobic benzoate metabolism|Isoleucine degradation|Acetyl-CoA fermentation to Butyrate|Polyhydroxybutyrate metabolism|Fatty acid degradation regulons|Butanol Biosynthesis|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Valine degradation	Fatty acid metabolism	1	-1000	1000	0		4.2.1.17,4.2.1.74	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03242	(S)-3-Hydroxydodecanoyl-CoANAD+ oxidoreductase	cpd00003[c] + cpd03116[c]  <=> cpd00004[c] + cpd00067[c] + cpd03117[c] 	NAD + (S)-3-Hydroxydodecanoyl-CoA  <=> NADH + H+ + 3-Oxododecanoyl-CoA 	((PA1737) or (PA3014) or (PA3590) or (PA1628) or (PA5188))	PA1737 PA3014 PA3590 PA1628 PA5188		Isoleucine_degradation|Acetyl-CoA_fermentation_to_Butyrate|Valine_degradation|n-Phenylalkanoic_acid_degradation|Polyhydroxybutyrate_metabolism	Fatty acid metabolism	1	-1000	1000	0		1.1.1.35,1.1.1.211	*ASB 2/7/14 - added parenthesis to front of GPR; JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03243	Decanoyl-CoAacetyl-CoA C-acyltransferase	cpd00022[c] + cpd03128[c]  <=> cpd00010[c] + cpd03117[c] 	Acetyl-CoA + Decanoyl-CoA  <=> CoA + 3-Oxododecanoyl-CoA 	((PA0228) or (PA3589) or (PA3013) or (PA2940))	PA0228 PA3589 PA3013 PA2940		Isobutyryl-CoA to Propionyl-CoA Module|Isoleucine degradation|Branched chain amino acid degradation regulons	Fatty acid metabolism	1	-1000	1000	0		2.3.1.16	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03244	(S)-Hydroxydecanoyl-CoANAD+ oxidoreductase	cpd00003[c] + cpd03118[c]  <=> cpd00004[c] + cpd00067[c] + cpd03119[c] 	NAD + (S)-Hydroxydecanoyl-CoA  <=> NADH + H+ + 3-Oxodecanoyl-CoA 	((PA1737) or (PA3014) or (PA3590) or (PA1628) or (PA5188))	PA1737 PA3014 PA3590 PA1628 PA5188		Isoleucine_degradation|Acetyl-CoA_fermentation_to_Butyrate|Valine_degradation|n-Phenylalkanoic_acid_degradation|Polyhydroxybutyrate_metabolism	Fatty acid metabolism	1	-1000	1000	0		1.1.1.35,1.1.1.211	*ASB 2/7/14 - added parenthesis to front of GPR; JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03245	(S)-Hydroxydecanoyl-CoA hydro-lyase	cpd03118[c]  <=> cpd00001[c] + cpd03129[c] 	(S)-Hydroxydecanoyl-CoA  <=> H2O + (2E)-Decenoyl-CoA 	((PA4980) or (PA1629) or (PA3590) or (PA4330) or (PA5188) or (PA0744) or (PA1505) or (PA1737) or (PA3014))	PA4980 PA1629 PA3590 PA4330 PA5188 PA0744 PA1505 PA1737 PA3014		Anaerobic benzoate metabolism|Isoleucine degradation|Acetyl-CoA fermentation to Butyrate|Polyhydroxybutyrate metabolism|Fatty acid degradation regulons|Butanol Biosynthesis|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Valine degradation	Fatty acid metabolism	1	-1000	1000	0		4.2.1.17,4.2.1.74	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03246	(S)-Hydroxyoctanoyl-CoANAD+ oxidoreductase	cpd00003[c] + cpd03120[c]  <=> cpd00004[c] + cpd00067[c] + cpd03121[c] 	NAD + (S)-Hydroxyoctanoyl-CoA  <=> NADH + H+ + 3-Oxooctanoyl-CoA 	((PA1737) or (PA3014) or (PA3590) or (PA1628) or (PA5188))	PA1737 PA3014 PA3590 PA1628 PA5188		Isoleucine_degradation|Acetyl-CoA_fermentation_to_Butyrate|Valine_degradation|n-Phenylalkanoic_acid_degradation|Polyhydroxybutyrate_metabolism	Fatty acid metabolism	1	-1000	1000	0		1.1.1.35,1.1.1.211	*ASB 2/7/14 - added parenthesis to front of GPR; JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03247	(S)-Hydroxyoctanoyl-CoA hydro-lyase	cpd03120[c]  <=> cpd00001[c] + cpd03130[c] 	(S)-Hydroxyoctanoyl-CoA  <=> H2O + (2E)-Octenoyl-CoA 	((PA4980) or (PA1629) or (PA3590) or (PA4330) or (PA5188) or (PA0744) or (PA1505) or (PA1737) or (PA3014))	PA4980 PA1629 PA3590 PA4330 PA5188 PA0744 PA1505 PA1737 PA3014		Anaerobic benzoate metabolism|Isoleucine degradation|Acetyl-CoA fermentation to Butyrate|Polyhydroxybutyrate metabolism|Fatty acid degradation regulons|Butanol Biosynthesis|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Valine degradation	Fatty acid metabolism	1	-1000	1000	0		4.2.1.17,4.2.1.74	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03248	Hexanoyl-CoAacetyl-CoA C-acyltransferase	cpd00022[c] + cpd03124[c]  <=> cpd00010[c] + cpd03121[c] 	Acetyl-CoA + Hexanoyl-CoA  <=> CoA + 3-Oxooctanoyl-CoA 	((PA0228) or (PA3589) or (PA3013) or (PA2940))	PA0228 PA3589 PA3013 PA2940		Isobutyryl-CoA to Propionyl-CoA Module|Isoleucine degradation|Branched chain amino acid degradation regulons	Fatty acid metabolism	1	-1000	1000	0		2.3.1.16	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03249	(S)-Hydroxyhexanoyl-CoANAD+ oxidoreductase	cpd00003[c] + cpd03122[c]  <=> cpd00004[c] + cpd00067[c] + cpd03123[c] 	NAD + (S)-Hydroxyhexanoyl-CoA  <=> NADH + H+ + 3-Oxohexanoyl-CoA 	((PA1737) or (PA3014) or (PA3590) or (PA1628) or (PA5188))	PA1737 PA3014 PA3590 PA1628 PA5188		Isoleucine_degradation|Acetyl-CoA_fermentation_to_Butyrate|Valine_degradation|n-Phenylalkanoic_acid_degradation|Polyhydroxybutyrate_metabolism	Fatty acid metabolism	1	-1000	1000	0		1.1.1.35,1.1.1.211	*ASB 2/7/14 - added parenthesis to front of GPR; JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn03250	(S)-Hydroxyhexanoyl-CoA hydro-lyase	cpd03122[c]  <=> cpd00001[c] + cpd03125[c] 	(S)-Hydroxyhexanoyl-CoA  <=> H2O + (2E)-Hexenoyl-CoA 	((PA4980) or (PA1629) or (PA3590) or (PA4330) or (PA5188) or (PA0744) or (PA1505) or (PA1737) or (PA3014))	PA4980 PA1629 PA3590 PA4330 PA5188 PA0744 PA1505 PA1737 PA3014		Anaerobic benzoate metabolism|Isoleucine degradation|Acetyl-CoA fermentation to Butyrate|Polyhydroxybutyrate metabolism|Fatty acid degradation regulons|Butanol Biosynthesis|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Valine degradation	Fatty acid metabolism	1	-1000	1000	0		4.2.1.17,4.2.1.74	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05247	FACOAL140(ISO)	cpd00067[c] + cpd00010[c] + cpd00002[c] + cpd11430[c]  -> cpd00012[c] + cpd00018[c] + cpd11435[c] 	H+ + CoA + ATP + fa1  -> PPi + AMP + fa1coa 	((PA3299) or (PA3300) or (PA2557) or (PA3924) or (PA4198))	PA3299 PA3300 PA2557 PA3924 PA4198		Fatty acid degradation regulons|Unsaturated Fatty Acid Metabolism|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Biotin biosynthesis	Fatty acid metabolism	0	0	1000	0		6.2.1.3	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05248	FACOAL150(anteiso)	cpd00067[c] + cpd00010[c] + cpd00002[c] + cpd11438[c]  -> cpd00012[c] + cpd00018[c] + cpd11439[c] 	H+ + CoA + ATP + fa4  -> PPi + AMP + fa4coa 	((PA3299) or (PA3300) or (PA2557) or (PA3924) or (PA4198))	PA3299 PA3300 PA2557 PA3924 PA4198		Fatty acid degradation regulons|Unsaturated Fatty Acid Metabolism|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Biotin biosynthesis	Fatty acid metabolism	0	0	1000	0		6.2.1.3	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05249	FACOAL150(ISO)	cpd00067[c] + cpd00010[c] + cpd00002[c] + cpd11436[c]  -> cpd00012[c] + cpd00018[c] + cpd11437[c] 	H+ + CoA + ATP + fa3  -> PPi + AMP + fa3coa 	((PA3299) or (PA3300) or (PA2557) or (PA3924) or (PA4198))	PA3299 PA3300 PA2557 PA3924 PA4198		Fatty acid degradation regulons|Unsaturated Fatty Acid Metabolism|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Biotin biosynthesis	Fatty acid metabolism	0	0	1000	0		6.2.1.3	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05250	FACOAL160(ISO)	cpd00067[c] + cpd00010[c] + cpd00002[c] + cpd11440[c]  -> cpd00012[c] + cpd00018[c] + cpd11441[c] 	H+ + CoA + ATP + fa6  -> PPi + AMP + fa6coa 	((PA3299) or (PA3300) or (PA2557) or (PA3924) or (PA4198))	PA3299 PA3300 PA2557 PA3924 PA4198		Fatty acid degradation regulons|Unsaturated Fatty Acid Metabolism|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Biotin biosynthesis	Fatty acid metabolism	0	0	1000	0		6.2.1.3	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05251	FACOAL170(anteiso)	cpd00067[c] + cpd00010[c] + cpd00002[c] + cpd11433[c]  -> cpd00012[c] + cpd00018[c] + cpd11434[c] 	H+ + CoA + ATP + fa12  -> PPi + AMP + fa12coa 	((PA3299) or (PA3300) or (PA2557) or (PA3924) or (PA4198))	PA3299 PA3300 PA2557 PA3924 PA4198		Fatty acid degradation regulons|Unsaturated Fatty Acid Metabolism|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Biotin biosynthesis	Fatty acid metabolism	0	0	1000	0		6.2.1.3	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05252	FACOAL170(ISO)	cpd00067[c] + cpd00010[c] + cpd00002[c] + cpd11431[c]  -> cpd00012[c] + cpd00018[c] + cpd11432[c] 	H+ + CoA + ATP + fa11  -> PPi + AMP + fa11coa 	((PA3299) or (PA3300) or (PA2557) or (PA3924) or (PA4198))	PA3299 PA3300 PA2557 PA3924 PA4198		Fatty acid degradation regulons|Unsaturated Fatty Acid Metabolism|Carbonate Biomineralization|n-Phenylalkanoic acid degradation|Biotin biosynthesis	Fatty acid metabolism	0	0	1000	0		6.2.1.3	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05335	(3R)-3-Hydroxypalmitoyl-[acyl-carrier-protein] hydro-lyase	cpd11484[c]  <=> cpd00001[c] + cpd11467[c] 	HMA  <=> H2O + (2E)-Tetradecenoyl-[acp] 	(PA3645)	PA3645		Fatty Acid Biosynthesis FASII	Fatty acid biosynthesis	1	-1000	1000	0		2.3.1.85,2.3.1.86,4.2.1.61	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05358	2-methylbutanoyl-CoA[acyl-carrier-protein] transferase	cpd11493[c] + cpd00760[c]  <=> cpd00010[c] + cpd11495[c] 	ACP + 2-Methylbutyryl-CoA  <=> CoA + 2-methylbutyryl-ACP 	PA2968	PA2968		mycolic acid synthesis|Fatty Acid Biosynthesis FASII	Fatty acid biosynthesis	1	-1000	1000	0		2.3.1.0	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05359	4-methyl-3-oxo-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd00067[c] + cpd11492[c] + cpd11495[c]  -> cpd11493[c] + cpd00011[c] + cpd11496[c] 	H+ + Malonyl-acyl-carrierprotein- + 2-methylbutyryl-ACP  -> ACP + CO2 + 4-methyl-3-oxo-hexanoyl-ACP 	PA1609	PA1609		Fatty Acid Biosynthesis FASII	Fatty acid biosynthesis	0	0	1000	0		2.3.1.0	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05360	4-methyl-3-oxo-hexanoyl-ACPNADP+ oxidoreductase	cpd00067[c] + cpd00005[c] + cpd11496[c]  <=> cpd00006[c] + cpd11497[c] 	H+ + NADPH + 4-methyl-3-oxo-hexanoyl-ACP  <=> NADP + 4-methyl-3-hydroxy-hexanoyl-ACP 	PA2967	PA2967		mycolic acid synthesis|Fatty Acid Biosynthesis FASII	Fatty acid biosynthesis	1	-1000	1000	0		1.1.1.0	*JAB 02/19/14 - PA2967 is fabG, PA4389 is not annotated but a good match to PA2967 and apparently essential. Removing PA4389 for now because PA2967 is the canonical gene performing this function and has been studied, Other genes removed include: (PA1827) or (PA4089) or (PA2142) or (PA5524) *JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05361	4-methyl-3-hydroxy-hexanoyl-ACP hydro-lyase	cpd11497[c]  <=> cpd00001[c] + cpd11498[c] 	4-methyl-3-hydroxy-hexanoyl-ACP  <=> H2O + 4-methyl-trans-hex-2-enoyl-ACP 	(PA3645)	PA3645		Fatty Acid Biosynthesis FASII	Fatty acid biosynthesis	1	-1000	1000	0		4.2.1.0	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05363	4-methyl-hexanoyl-ACPmalonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)	cpd00067[c] + cpd11492[c] + cpd11499[c]  -> cpd11493[c] + cpd00011[c] + cpd11500[c] 	H+ + Malonyl-acyl-carrierprotein- + 4-methyl-hexanoyl-ACP  -> ACP + CO2 + 6-methyl-3-oxo-octanoyl-ACP 	PA1609	PA1609		Fatty Acid Biosynthesis FASII	Fatty acid biosynthesis	0	0	1000	0		2.3.1.0	*JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
rxn05364	6-methyl-3-oxo-octanoyl-ACPNADP+ oxidoreductase	cpd00067[c] + cpd00005[c] + cpd11500[c]  <=> cpd00006[c] + cpd11501[c] 	H+ + NADPH + 6-methyl-3-oxo-octanoyl-ACP  <=> NADP + 6-methyl-3-hydroxy-octanoyl-ACP 	PA2967	PA2967		mycolic acid synthesis|Fatty Acid Biosynthesis FASII	Fatty acid biosynthesis	1	-1000	1000	0		1.1.1.0	*JAB 02/19/14 - PA2967 is fabG, PA4389 is not annotated but a good match to PA2967 and apparently essential. Removing PA4389 for now because PA2967 is the canonical gene performing this function and has been studied, Other genes removed include: (PA1827) or (PA4089) or (PA2142) or (PA5524) *JAB 12/19/13 - fatty acid and lipid pathways from Burk mods, GPRs double checked by JAB	
